Plot Title: rgaws_as,Z2802,GMT+8,,,,,
15576,07/17/17 上午12时46分49秒,-999,,,,,
15577,07/17/17 上午01时46分49秒,-999,,,,,
15578,07/17/17 上午02时26分36秒,1853,,,,,
15579,07/17/17 上午02时46分49秒,-999,,,,,
15580,07/17/17 上午03时46分49秒,-999,,,,,
15581,07/17/17 上午04时46分49秒,-999,,,,,
15582,07/17/17 上午05时46分49秒,-999,,,,,
15583,07/17/17 上午06时46分49秒,-999,,,,,
15584,07/17/17 上午07时46分49秒,-999,,,,,
15585,07/17/17 上午08时46分49秒,-999,,,,,
15586,07/17/17 上午09时46分49秒,-999,,,,,
15587,07/17/17 上午10时46分49秒,-999,,,,,
15588,07/17/17 上午11时46分49秒,-999,,,,,
15589,07/17/17 下午12时46分49秒,-999,,,,,
15590,07/17/17 下午01时46分49秒,-999,,,,,
15591,07/17/17 下午02时46分49秒,-999,,,,,
15592,07/17/17 下午03时46分49秒,-999,,,,,
15593,07/17/17 下午04时46分49秒,-999,,,,,
15594,07/17/17 下午05时46分49秒,-999,,,,,
15595,07/17/17 下午06时46分49秒,-999,,,,,
15596,07/17/17 下午07时46分49秒,-999,,,,,
15597,07/17/17 下午08时46分49秒,-999,,,,,
15598,07/17/17 下午09时46分49秒,-999,,,,,
15599,07/17/17 下午10时46分49秒,-999,,,,,
15600,07/17/17 下午10时52分02秒,1854,,,,,
15601,07/17/17 下午10时57分23秒,1855,,,,,
15602,07/17/17 下午11时01分45秒,1856,,,,,
15603,07/17/17 下午11时06分37秒,1857,,,,,
15604,07/17/17 下午11时09分35秒,1858,,,,,
15605,07/17/17 下午11时12分42秒,1859,,,,,
15606,07/17/17 下午11时15分26秒,1860,,,,,
15607,07/17/17 下午11时18分14秒,1861,,,,,
15608,07/17/17 下午11时21分12秒,1862,,,,,
15609,07/17/17 下午11时24分11秒,1863,,,,,
15610,07/17/17 下午11时26分40秒,1864,,,,,
15611,07/17/17 下午11时31分03秒,1865,,,,,
15612,07/17/17 下午11时34分03秒,1866,,,,,
15613,07/17/17 下午11时36分52秒,1867,,,,,
15614,07/17/17 下午11时38分35秒,1868,,,,,
15615,07/17/17 下午11时40分56秒,1869,,,,,
15616,07/17/17 下午11时42分44秒,1870,,,,,
15617,07/17/17 下午11时45分32秒,1871,,,,,
15618,07/17/17 下午11时46分49秒,-999,,,,,
15619,07/17/17 下午11时48分25秒,1872,,,,,
15620,07/17/17 下午11时53分11秒,1873,,,,,
15621,07/17/17 下午11时56分30秒,1874,,,,,
15622,07/18/17 上午12时00分33秒,1875,,,,,
15623,07/18/17 上午12时03分20秒,1876,,,,,
15624,07/18/17 上午12时08分43秒,1877,,,,,
15625,07/18/17 上午12时15分23秒,1878,,,,,
15626,07/18/17 上午12时39分14秒,1879,,,,,
15627,07/18/17 上午12时46分00秒,1880,,,,,
15628,07/18/17 上午12时46分49秒,-999,,,,,
15629,07/18/17 上午12时51分27秒,1881,,,,,
15630,07/18/17 上午12时54分12秒,1882,,,,,
15631,07/18/17 上午12时58分11秒,1883,,,,,
15632,07/18/17 上午01时01分38秒,1884,,,,,
15633,07/18/17 上午01时04分44秒,1885,,,,,
15634,07/18/17 上午01时06分40秒,1886,,,,,
15635,07/18/17 上午01时08分59秒,1887,,,,,
15636,07/18/17 上午01时10分42秒,1888,,,,,
15637,07/18/17 上午01时13分43秒,1889,,,,,
15638,07/18/17 上午01时15分34秒,1890,,,,,
15639,07/18/17 上午01时18分09秒,1891,,,,,
15640,07/18/17 上午01时20分13秒,1892,,,,,
15641,07/18/17 上午01时23分15秒,1893,,,,,
15642,07/18/17 上午01时25分29秒,1894,,,,,
15643,07/18/17 上午01时28分48秒,1895,,,,,
15644,07/18/17 上午01时31分24秒,1896,,,,,
15645,07/18/17 上午01时34分03秒,1897,,,,,
15646,07/18/17 上午01时35分56秒,1898,,,,,
15647,07/18/17 上午01时39分42秒,1899,,,,,
15648,07/18/17 上午01时44分45秒,1900,,,,,
15649,07/18/17 上午01时46分49秒,-999,,,,,
15650,07/18/17 上午01时48分04秒,1901,,,,,
15651,07/18/17 上午01时50分14秒,1902,,,,,
15652,07/18/17 上午01时52分44秒,1903,,,,,
15653,07/18/17 上午01时55分13秒,1904,,,,,
15654,07/18/17 上午02时02分05秒,1905,,,,,
15655,07/18/17 上午02时09分35秒,1906,,,,,
15656,07/18/17 上午02时13分45秒,1907,,,,,
15657,07/18/17 上午02时18分21秒,1908,,,,,
15658,07/18/17 上午02时34分33秒,1909,,,,,
15659,07/18/17 上午02时46分49秒,-999,,,,,
15660,07/18/17 上午03时25分34秒,1910,,,,,
15661,07/18/17 上午03时46分49秒,-999,,,,,
15662,07/18/17 上午04时18分13秒,1911,,,,,
15663,07/18/17 上午04时27分07秒,1912,,,,,
15664,07/18/17 上午04时32分18秒,1913,,,,,
15665,07/18/17 上午04时35分52秒,1914,,,,,
15666,07/18/17 上午04时38分47秒,1915,,,,,
15667,07/18/17 上午04时41分57秒,1916,,,,,
15668,07/18/17 上午04时46分49秒,-999,,,,,
15669,07/18/17 上午04时47分30秒,1917,,,,,
15670,07/18/17 上午05时00分53秒,1918,,,,,
15671,07/18/17 上午05时37分58秒,1919,,,,,
15672,07/18/17 上午05时46分49秒,-999,,,,,
15673,07/18/17 上午06时46分49秒,-999,,,,,
15674,07/18/17 上午07时46分49秒,-999,,,,,
15675,07/18/17 上午08时46分49秒,-999,,,,,
15676,07/18/17 上午09时46分49秒,-999,,,,,
15677,07/18/17 上午10时46分49秒,-999,,,,,
15678,07/18/17 上午11时46分49秒,-999,,,,,
15679,07/18/17 下午12时46分49秒,-999,,,,,
15680,07/18/17 下午01时46分49秒,-999,,,,,
15681,07/18/17 下午02时46分49秒,-999,,,,,
15682,07/18/17 下午03时46分49秒,-999,,,,,
15683,07/18/17 下午04时46分49秒,-999,,,,,
15684,07/18/17 下午05时31分29秒,1920,,,,,
15685,07/18/17 下午05时46分49秒,-999,,,,,
15686,07/18/17 下午06时46分49秒,-999,,,,,
15687,07/18/17 下午07时46分49秒,-999,,,,,
15688,07/18/17 下午07时57分51秒,1921,,,,,
15689,07/18/17 下午08时46分49秒,-999,,,,,
15690,07/18/17 下午09时46分49秒,-999,,,,,
15691,07/18/17 下午10时46分49秒,-999,,,,,
15692,07/18/17 下午11时46分49秒,-999,,,,,
15693,07/19/17 上午12时46分49秒,-999,,,,,
15694,07/19/17 上午01时46分49秒,-999,,,,,
15695,07/19/17 上午02时26分00秒,1922,,,,,
15696,07/19/17 上午02时46分49秒,-999,,,,,
15697,07/19/17 上午02时50分05秒,1923,,,,,
15698,07/19/17 上午03时46分49秒,-999,,,,,
15699,07/19/17 上午04时46分49秒,-999,,,,,
15700,07/19/17 上午05时46分49秒,-999,,,,,
15701,07/19/17 上午06时46分49秒,-999,,,,,
15702,07/19/17 上午07时46分49秒,-999,,,,,
15703,07/19/17 上午08时46分49秒,-999,,,,,
15704,07/19/17 上午09时46分49秒,-999,,,,,
15705,07/19/17 上午10时46分49秒,-999,,,,,
15706,07/19/17 上午11时46分49秒,-999,,,,,
15707,07/19/17 下午12时46分49秒,-999,,,,,
15708,07/19/17 下午01时46分49秒,-999,,,,,
15709,07/19/17 下午02时46分49秒,-999,,,,,
15710,07/19/17 下午03时46分49秒,-999,,,,,
15711,07/19/17 下午04时46分49秒,-999,,,,,
15712,07/19/17 下午05时46分49秒,-999,,,,,
15713,07/19/17 下午06时22分24秒,1924,,,,,
15714,07/19/17 下午06时45分34秒,1925,,,,,
15715,07/19/17 下午06时46分49秒,-999,,,,,
15716,07/19/17 下午06时49分28秒,1926,,,,,
15717,07/19/17 下午06时58分56秒,1927,,,,,
15718,07/19/17 下午07时46分49秒,-999,,,,,
15719,07/19/17 下午08时27分14秒,1928,,,,,
15720,07/19/17 下午08时46分49秒,-999,,,,,
15721,07/19/17 下午09时07分07秒,1929,,,,,
15722,07/19/17 下午09时46分49秒,-999,,,,,
15723,07/19/17 下午10时46分49秒,-999,,,,,
15724,07/19/17 下午11时46分49秒,-999,,,,,
15725,07/20/17 上午12时13分51秒,1930,,,,,
15726,07/20/17 上午12时46分49秒,-999,,,,,
15727,07/20/17 上午01时02分17秒,1931,,,,,
15728,07/20/17 上午01时35分13秒,1932,,,,,
15729,07/20/17 上午01时46分49秒,-999,,,,,
15730,07/20/17 上午02时35分41秒,1933,,,,,
15731,07/20/17 上午02时46分49秒,-999,,,,,
15732,07/20/17 上午03时45分39秒,1934,,,,,
15733,07/20/17 上午03时46分49秒,-999,,,,,
15734,07/20/17 上午04时46分49秒,-999,,,,,
15735,07/20/17 上午05时46分49秒,-999,,,,,
15736,07/20/17 上午06时46分49秒,-999,,,,,
15737,07/20/17 上午07时46分49秒,-999,,,,,
15738,07/20/17 上午08时46分49秒,-999,,,,,
15739,07/20/17 上午09时46分49秒,-999,,,,,
15740,07/20/17 上午10时46分49秒,-999,,,,,
15741,07/20/17 上午11时46分49秒,-999,,,,,
15742,07/20/17 下午12时46分49秒,-999,,,,,
15743,07/20/17 下午01时46分49秒,-999,,,,,
15744,07/20/17 下午02时46分49秒,-999,,,,,
15745,07/20/17 下午03时46分49秒,-999,,,,,
15746,07/20/17 下午04时46分49秒,-999,,,,,
15747,07/20/17 下午04时56分34秒,1935,,,,,
15748,07/20/17 下午05时03分53秒,1936,,,,,
15749,07/20/17 下午05时31分18秒,1937,,,,,
15750,07/20/17 下午05时46分49秒,-999,,,,,
15751,07/20/17 下午06时46分49秒,-999,,,,,
15752,07/20/17 下午07时33分52秒,1938,,,,,
15753,07/20/17 下午07时41分04秒,1939,,,,,
15754,07/20/17 下午07时44分02秒,1940,,,,,
15755,07/20/17 下午07时46分49秒,1941,,,,,
15756,07/20/17 下午07时49分15秒,1942,,,,,
15757,07/20/17 下午07时52分07秒,1943,,,,,
15758,07/20/17 下午07时54分33秒,1944,,,,,
15759,07/20/17 下午07时56分58秒,1945,,,,,
15760,07/20/17 下午08时00分04秒,1946,,,,,
15761,07/20/17 下午08时03分06秒,1947,,,,,
15762,07/20/17 下午08时06分21秒,1948,,,,,
15763,07/20/17 下午08时12分49秒,1949,,,,,
15764,07/20/17 下午08时21分57秒,1950,,,,,
15765,07/20/17 下午08时46分49秒,-999,,,,,
15766,07/20/17 下午09时46分49秒,-999,,,,,
15767,07/20/17 下午10时46分49秒,-999,,,,,
15768,07/20/17 下午11时27分42秒,1951,,,,,
15769,07/20/17 下午11时41分55秒,1952,,,,,
15770,07/20/17 下午11时46分49秒,-999,,,,,
15771,07/20/17 下午11时46分58秒,1953,,,,,
15772,07/21/17 上午12时12分30秒,1954,,,,,
15773,07/21/17 上午12时16分58秒,1955,,,,,
15774,07/21/17 上午12时19分46秒,1956,,,,,
15775,07/21/17 上午12时22分27秒,1957,,,,,
15776,07/21/17 上午12时26分43秒,1958,,,,,
15777,07/21/17 上午12时34分21秒,1959,,,,,
15778,07/21/17 上午12时46分49秒,-999,,,,,
15779,07/21/17 上午01时45分47秒,1960,,,,,
15780,07/21/17 上午01时46分49秒,-999,,,,,
15781,07/21/17 上午02时46分49秒,-999,,,,,
15782,07/21/17 上午03时23分22秒,1961,,,,,
15783,07/21/17 上午03时46分39秒,1962,,,,,
15784,07/21/17 上午03时46分49秒,-999,,,,,
15785,07/21/17 上午04时04分39秒,1963,,,,,
15786,07/21/17 上午04时16分29秒,1964,,,,,
15787,07/21/17 上午04时46分49秒,-999,,,,,
15788,07/21/17 上午05时12分05秒,1965,,,,,
15789,07/21/17 上午05时46分49秒,-999,,,,,
15790,07/21/17 上午06时08分22秒,1966,,,,,
15791,07/21/17 上午06时46分32秒,1967,,,,,
15792,07/21/17 上午06时46分49秒,-999,,,,,
15793,07/21/17 上午06时54分05秒,1968,,,,,
15794,07/21/17 上午07时19分30秒,1969,,,,,
15795,07/21/17 上午07时46分49秒,-999,,,,,
15796,07/21/17 上午07时51分02秒,1970,,,,,
15797,07/21/17 上午08时46分49秒,-999,,,,,
15798,07/21/17 上午09时46分49秒,-999,,,,,
15799,07/21/17 上午10时46分49秒,-999,,,,,
15800,07/21/17 上午11时46分49秒,-999,,,,,
15801,07/21/17 下午12时46分49秒,-999,,,,,
15802,07/21/17 下午01时46分49秒,-999,,,,,
15803,07/21/17 下午01时47分49秒,1971,,,,,
15804,07/21/17 下午01时54分20秒,1972,,,,,
15805,07/21/17 下午02时03分36秒,1973,,,,,
15806,07/21/17 下午02时06分21秒,1974,,,,,
15807,07/21/17 下午02时12分55秒,1975,,,,,
15808,07/21/17 下午02时24分39秒,1976,,,,,
15809,07/21/17 下午02时38分59秒,1977,,,,,
15810,07/21/17 下午02时46分49秒,-999,,,,,
15811,07/21/17 下午03时41分59秒,1978,,,,,
15812,07/21/17 下午03时46分49秒,-999,,,,,
15813,07/21/17 下午03时53分32秒,1979,,,,,
15814,07/21/17 下午03时58分19秒,1980,,,,,
15815,07/21/17 下午04时46分49秒,-999,,,,,
15816,07/21/17 下午05时46分49秒,-999,,,,,
15817,07/21/17 下午06时46分49秒,-999,,,,,
15818,07/21/17 下午07时46分49秒,-999,,,,,
15819,07/21/17 下午08时46分49秒,-999,,,,,
15820,07/21/17 下午09时46分49秒,-999,,,,,
15821,07/21/17 下午10时46分49秒,-999,,,,,
15822,07/21/17 下午10时52分26秒,1981,,,,,
15823,07/21/17 下午11时19分36秒,1982,,,,,
15824,07/21/17 下午11时24分20秒,1983,,,,,
15825,07/21/17 下午11时31分34秒,1984,,,,,
15826,07/21/17 下午11时40分06秒,1985,,,,,
15827,07/21/17 下午11时44分07秒,1986,,,,,
15828,07/21/17 下午11时46分49秒,-999,,,,,
15829,07/21/17 下午11时50分32秒,1987,,,,,
15830,07/21/17 下午11时59分13秒,1988,,,,,
15831,07/22/17 上午12时04分54秒,1989,,,,,
15832,07/22/17 上午12时13分01秒,1990,,,,,
15833,07/22/17 上午12时42分02秒,1991,,,,,
15834,07/22/17 上午12时44分51秒,1992,,,,,
15835,07/22/17 上午12时46分49秒,-999,,,,,
15836,07/22/17 上午12时47分16秒,1993,,,,,
15837,07/22/17 上午12时48分27秒,1994,,,,,
15838,07/22/17 上午12时49分46秒,1995,,,,,
15839,07/22/17 上午12时50分56秒,1996,,,,,
15840,07/22/17 上午12时52分04秒,1997,,,,,
15841,07/22/17 上午12时52分40秒,1998,,,,,
15842,07/22/17 上午12时53分25秒,1999,,,,,
15843,07/22/17 上午12时54分18秒,2000,,,,,
15844,07/22/17 上午12时55分59秒,2001,,,,,
15845,07/22/17 上午12时57分41秒,2002,,,,,
15846,07/22/17 上午12时59分56秒,2003,,,,,
15847,07/22/17 上午01时01分36秒,2004,,,,,
15848,07/22/17 上午01时03分11秒,2005,,,,,
15849,07/22/17 上午01时04分33秒,2006,,,,,
15850,07/22/17 上午01时06分35秒,2007,,,,,
15851,07/22/17 上午01时08分50秒,2008,,,,,
15852,07/22/17 上午01时16分22秒,2009,,,,,
15853,07/22/17 上午01时27分57秒,2010,,,,,
15854,07/22/17 上午01时32分20秒,2011,,,,,
15855,07/22/17 上午01时34分33秒,2012,,,,,
15856,07/22/17 上午01时40分02秒,2013,,,,,
15857,07/22/17 上午01时46分49秒,-999,,,,,
15858,07/22/17 上午01时55分00秒,2014,,,,,
15859,07/22/17 上午02时03分52秒,2015,,,,,
15860,07/22/17 上午02时41分00秒,2016,,,,,
15861,07/22/17 上午02时46分49秒,-999,,,,,
15862,07/22/17 上午03时46分49秒,-999,,,,,
15863,07/22/17 上午04时46分49秒,-999,,,,,
15864,07/22/17 上午05时46分49秒,-999,,,,,
15865,07/22/17 上午06时46分49秒,-999,,,,,
15866,07/22/17 上午07时46分49秒,-999,,,,,
15867,07/22/17 上午08时46分49秒,-999,,,,,
15868,07/22/17 上午09时46分49秒,-999,,,,,
15869,07/22/17 上午10时46分49秒,-999,,,,,
15870,07/22/17 上午11时46分49秒,-999,,,,,
15871,07/22/17 下午12时05分11秒,2017,,,,,
15872,07/22/17 下午12时11分59秒,2018,,,,,
15873,07/22/17 下午12时40分05秒,2019,,,,,
15874,07/22/17 下午12时46分49秒,-999,,,,,
15875,07/22/17 下午01时00分44秒,2020,,,,,
15876,07/22/17 下午01时04分50秒,2021,,,,,
15877,07/22/17 下午01时45分21秒,2022,,,,,
15878,07/22/17 下午01时46分49秒,-999,,,,,
15879,07/22/17 下午01时59分27秒,2023,,,,,
15880,07/22/17 下午02时24分41秒,2024,,,,,
15881,07/22/17 下午02时46分49秒,-999,,,,,
15882,07/22/17 下午03时34分04秒,2025,,,,,
15883,07/22/17 下午03时36分55秒,2026,,,,,
15884,07/22/17 下午03时40分01秒,2027,,,,,
15885,07/22/17 下午03时42分45秒,2028,,,,,
15886,07/22/17 下午03时46分49秒,-999,,,,,
15887,07/22/17 下午04时46分49秒,-999,,,,,
15888,07/22/17 下午05时00分20秒,2029,,,,,
15889,07/22/17 下午05时46分49秒,-999,,,,,
15890,07/22/17 下午06时46分49秒,-999,,,,,
15891,07/22/17 下午07时46分49秒,-999,,,,,
15892,07/22/17 下午08时46分49秒,-999,,,,,
15893,07/22/17 下午09时46分49秒,-999,,,,,
15894,07/22/17 下午10时25分47秒,2030,,,,,
15895,07/22/17 下午10时42分02秒,2031,,,,,
15896,07/22/17 下午10时46分49秒,-999,,,,,
15897,07/22/17 下午10时52分14秒,2032,,,,,
15898,07/22/17 下午10时57分09秒,2033,,,,,
15899,07/22/17 下午11时00分19秒,2034,,,,,
15900,07/22/17 下午11时02分35秒,2035,,,,,
15901,07/22/17 下午11时04分28秒,2036,,,,,
15902,07/22/17 下午11时07分26秒,2037,,,,,
15903,07/22/17 下午11时08分48秒,2038,,,,,
15904,07/22/17 下午11时10分40秒,2039,,,,,
15905,07/22/17 下午11时13分10秒,2040,,,,,
15906,07/22/17 下午11时20分20秒,2041,,,,,
15907,07/22/17 下午11时46分49秒,-999,,,,,
15908,07/22/17 下午11时52分25秒,2042,,,,,
15909,07/23/17 上午12时00分27秒,2043,,,,,
15910,07/23/17 上午12时01分58秒,2044,,,,,
15911,07/23/17 上午12时04分50秒,2045,,,,,
15912,07/23/17 上午12时06分28秒,2046,,,,,
15913,07/23/17 上午12时08分28秒,2047,,,,,
15914,07/23/17 上午12时11分12秒,2048,,,,,
15915,07/23/17 上午12时15分45秒,2049,,,,,
15916,07/23/17 上午12时19分08秒,2050,,,,,
15917,07/23/17 上午12时23分04秒,2051,,,,,
15918,07/23/17 上午12时24分28秒,2052,,,,,
15919,07/23/17 上午12时27分17秒,2053,,,,,
15920,07/23/17 上午12时31分37秒,2054,,,,,
15921,07/23/17 上午12时37分24秒,2055,,,,,
15922,07/23/17 上午12时42分40秒,2056,,,,,
15923,07/23/17 上午12时44分57秒,2057,,,,,
15924,07/23/17 上午12时46分01秒,2058,,,,,
15925,07/23/17 上午12时46分49秒,-999,,,,,
15926,07/23/17 上午12时47分48秒,2059,,,,,
15927,07/23/17 上午12时50分01秒,2060,,,,,
15928,07/23/17 上午12时53分22秒,2061,,,,,
15929,07/23/17 上午12时56分08秒,2062,,,,,
15930,07/23/17 上午01时07分02秒,2063,,,,,
15931,07/23/17 上午01时46分49秒,-999,,,,,
15932,07/23/17 上午02时02分50秒,2064,,,,,
15933,07/23/17 上午02时46分49秒,-999,,,,,
15934,07/23/17 上午03时46分49秒,-999,,,,,
15935,07/23/17 上午04时46分49秒,-999,,,,,
15936,07/23/17 上午05时46分49秒,-999,,,,,
15937,07/23/17 上午06时46分49秒,-999,,,,,
15938,07/23/17 上午07时46分49秒,-999,,,,,
15939,07/23/17 上午08时46分49秒,-999,,,,,
15940,07/23/17 上午09时46分49秒,-999,,,,,
15941,07/23/17 上午10时46分49秒,-999,,,,,
15942,07/23/17 上午11时46分49秒,-999,,,,,
15943,07/23/17 下午12时46分49秒,-999,,,,,
15944,07/23/17 下午01时46分49秒,-999,,,,,
15945,07/23/17 下午02时46分49秒,-999,,,,,
15946,07/23/17 下午03时46分49秒,-999,,,,,
15947,07/23/17 下午04时46分49秒,-999,,,,,
15948,07/23/17 下午05时28分02秒,2065,,,,,
15949,07/23/17 下午05时33分37秒,2066,,,,,
15950,07/23/17 下午05时36分31秒,2067,,,,,
15951,07/23/17 下午05时38分17秒,2068,,,,,
15952,07/23/17 下午05时41分20秒,2069,,,,,
15953,07/23/17 下午05时45分00秒,2070,,,,,
15954,07/23/17 下午05时46分49秒,-999,,,,,
15955,07/23/17 下午05时52分41秒,2071,,,,,
15956,07/23/17 下午05时55分57秒,2072,,,,,
15957,07/23/17 下午05时59分57秒,2073,,,,,
15958,07/23/17 下午06时20分02秒,2074,,,,,
15959,07/23/17 下午06时31分19秒,2075,,,,,
15960,07/23/17 下午06时33分12秒,2076,,,,,
15961,07/23/17 下午06时34分40秒,2077,,,,,
15962,07/23/17 下午06时35分30秒,2078,,,,,
15963,07/23/17 下午06时36分19秒,2079,,,,,
15964,07/23/17 下午06时37分50秒,2080,,,,,
15965,07/23/17 下午06时40分40秒,2081,,,,,
15966,07/23/17 下午06时43分28秒,2082,,,,,
15967,07/23/17 下午06时46分49秒,-999,,,,,
15968,07/23/17 下午06时47分46秒,2083,,,,,
15969,07/23/17 下午06时50分10秒,2084,,,,,
15970,07/23/17 下午06时53分12秒,2085,,,,,
15971,07/23/17 下午06时57分21秒,2086,,,,,
15972,07/23/17 下午07时29分41秒,2087,,,,,
15973,07/23/17 下午07时46分49秒,-999,,,,,
15974,07/23/17 下午08时46分49秒,-999,,,,,
15975,07/23/17 下午09时46分49秒,-999,,,,,
15976,07/23/17 下午10时46分49秒,-999,,,,,
15977,07/23/17 下午11时38分41秒,2088,,,,,
15978,07/23/17 下午11时46分49秒,-999,,,,,
15979,07/24/17 上午12时37分11秒,2089,,,,,
15980,07/24/17 上午12时46分49秒,-999,,,,,
15981,07/24/17 上午12时53分04秒,2090,,,,,
15982,07/24/17 上午01时46分49秒,-999,,,,,
15983,07/24/17 上午02时46分49秒,-999,,,,,
15984,07/24/17 上午03时46分49秒,-999,,,,,
15985,07/24/17 上午04时46分49秒,-999,,,,,
15986,07/24/17 上午05时46分49秒,-999,,,,,
15987,07/24/17 上午06时30分36秒,2091,,,,,
15988,07/24/17 上午06时46分49秒,-999,,,,,
15989,07/24/17 上午07时46分49秒,-999,,,,,
15990,07/24/17 上午08时46分49秒,-999,,,,,
15991,07/24/17 上午09时46分49秒,-999,,,,,
15992,07/24/17 上午10时46分49秒,-999,,,,,
15993,07/24/17 上午11时46分49秒,-999,,,,,
15994,07/24/17 下午12时46分49秒,-999,,,,,
15995,07/24/17 下午01时46分49秒,-999,,,,,
15996,07/24/17 下午02时46分49秒,-999,,,,,
15997,07/24/17 下午03时46分49秒,-999,,,,,
15998,07/24/17 下午04时46分49秒,-999,,,,,
15999,07/24/17 下午05时13分21秒,2092,,,,,
16000,07/24/17 下午05时46分49秒,-999,,,,,
16001,07/24/17 下午06时46分49秒,-999,,,,,
16002,07/24/17 下午07时46分49秒,-999,,,,,
16003,07/24/17 下午08时46分49秒,-999,,,,,
16004,07/24/17 下午09时37分45秒,2093,,,,,
16005,07/24/17 下午09时46分49秒,-999,,,,,
16006,07/24/17 下午10时45分38秒,2094,,,,,
16007,07/24/17 下午10时46分49秒,-999,,,,,
16008,07/24/17 下午11时46分49秒,-999,,,,,
16009,07/25/17 上午12时46分49秒,-999,,,,,
16010,07/25/17 上午01时46分49秒,-999,,,,,
16011,07/25/17 上午02时46分49秒,-999,,,,,
16012,07/25/17 上午03时46分49秒,-999,,,,,
16013,07/25/17 上午04时46分49秒,-999,,,,,
16014,07/25/17 上午05时46分49秒,-999,,,,,
16015,07/25/17 上午06时46分49秒,-999,,,,,
16016,07/25/17 上午07时46分49秒,-999,,,,,
16017,07/25/17 上午08时46分49秒,-999,,,,,
16018,07/25/17 上午09时46分49秒,-999,,,,,
16019,07/25/17 上午10时46分49秒,-999,,,,,
16020,07/25/17 上午11时46分49秒,-999,,,,,
16021,07/25/17 下午12时18分40秒,2095,,,,,
16022,07/25/17 下午12时32分56秒,2096,,,,,
16023,07/25/17 下午12时46分49秒,-999,,,,,
16024,07/25/17 下午12时56分13秒,2097,,,,,
16025,07/25/17 下午01时09分37秒,2098,,,,,
16026,07/25/17 下午01时46分49秒,-999,,,,,
16027,07/25/17 下午02时46分49秒,-999,,,,,
16028,07/25/17 下午03时46分49秒,-999,,,,,
16029,07/25/17 下午04时46分49秒,-999,,,,,
16030,07/25/17 下午05时46分49秒,-999,,,,,
16031,07/25/17 下午06时46分49秒,-999,,,,,
16032,07/25/17 下午07时46分49秒,-999,,,,,
16033,07/25/17 下午08时42分21秒,2099,,,,,
16034,07/25/17 下午08时46分49秒,-999,,,,,
16035,07/25/17 下午09时46分49秒,-999,,,,,
16036,07/25/17 下午10时46分49秒,-999,,,,,
16037,07/25/17 下午11时12分29秒,2100,,,,,
16038,07/25/17 下午11时46分49秒,-999,,,,,
16039,07/26/17 上午12时46分49秒,-999,,,,,
16040,07/26/17 上午01时46分49秒,-999,,,,,
16041,07/26/17 上午02时46分49秒,-999,,,,,
16042,07/26/17 上午03时46分49秒,-999,,,,,
16043,07/26/17 上午04时46分49秒,-999,,,,,
16044,07/26/17 上午05时46分49秒,-999,,,,,
16045,07/26/17 上午06时46分49秒,-999,,,,,
16046,07/26/17 上午07时19分50秒,2101,,,,,
16047,07/26/17 上午07时46分49秒,-999,,,,,
16048,07/26/17 上午08时46分49秒,-999,,,,,
16049,07/26/17 上午09时46分49秒,-999,,,,,
16050,07/26/17 上午10时46分49秒,-999,,,,,
16051,07/26/17 上午11时46分49秒,-999,,,,,
16052,07/26/17 下午12时30分59秒,2102,,,,,
16053,07/26/17 下午12时45分07秒,2103,,,,,
16054,07/26/17 下午12时46分49秒,-999,,,,,
16055,07/26/17 下午01时28分48秒,2104,,,,,
16056,07/26/17 下午01时42分36秒,2105,,,,,
16057,07/26/17 下午01时46分49秒,-999,,,,,
16058,07/26/17 下午01时47分46秒,2106,,,,,
16059,07/26/17 下午01时50分41秒,2107,,,,,
16060,07/26/17 下午01时53分03秒,2108,,,,,
16061,07/26/17 下午01时58分47秒,2109,,,,,
16062,07/26/17 下午02时17分57秒,2110,,,,,
16063,07/26/17 下午02时46分49秒,-999,,,,,
16064,07/26/17 下午03时15分16秒,2111,,,,,
16065,07/26/17 下午03时27分43秒,2112,,,,,
16066,07/26/17 下午03时39分22秒,2113,,,,,
16067,07/26/17 下午03时46分18秒,2114,,,,,
16068,07/26/17 下午03时46分49秒,-999,,,,,
16069,07/26/17 下午04时05分52秒,2115,,,,,
16070,07/26/17 下午04时46分49秒,-999,,,,,
16071,07/26/17 下午05时46分49秒,-999,,,,,
16072,07/26/17 下午06时46分49秒,-999,,,,,
16073,07/26/17 下午07时46分49秒,-999,,,,,
16074,07/26/17 下午08时46分49秒,-999,,,,,
16075,07/26/17 下午09时46分49秒,-999,,,,,
16076,07/26/17 下午10时15分06秒,2116,,,,,
16077,07/26/17 下午10时37分49秒,2117,,,,,
16078,07/26/17 下午10时46分26秒,2118,,,,,
16079,07/26/17 下午10时46分49秒,-999,,,,,
16080,07/26/17 下午11时02分58秒,2119,,,,,
16081,07/26/17 下午11时13分47秒,2120,,,,,
16082,07/26/17 下午11时25分22秒,2121,,,,,
16083,07/26/17 下午11时29分07秒,2122,,,,,
16084,07/26/17 下午11时32分08秒,2123,,,,,
16085,07/26/17 下午11时38分17秒,2124,,,,,
16086,07/26/17 下午11时46分49秒,-999,,,,,
16087,07/27/17 上午12时31分03秒,2125,,,,,
16088,07/27/17 上午12时46分49秒,-999,,,,,
16089,07/27/17 上午01时46分49秒,-999,,,,,
16090,07/27/17 上午02时46分49秒,-999,,,,,
16091,07/27/17 上午03时46分49秒,-999,,,,,
16092,07/27/17 上午04时46分49秒,-999,,,,,
